JAN,Type,商品名,国,産地,葡萄品種,生産年,容量 ml,希望小売価格,UMAP1,UMAP2,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
4935919319843,Red,シャトー　ムーラン　クーレッシュ,フランス,ボルドー,メルロ85％、カベルネ　ソーヴィニヨン15％,2020,750.0,1800.0,3.168109,5.682794,6.567304216914137,-0.35081058537843834,-0.0844719023874552,1.2904670118687367,-0.5476313351006551,5.045779392837839,1.7004305094869283,2.557676090788576
4935919360012,White,カステロ　ダルバ　ドウロ　ブランコ,ポルトガル,ドウロ,ラビガト、ヴィオシニョ、他,2022,750.0,1800.0,6.0267324,2.5150435,-5.218376443641906,2.031501168917058,6.108876887451594,0.8444958485373457,-5.177767896543552,-1.8457312802817298,-3.9294512473820964,-1.4183840737564144
4935919360036,Red,カステロ　ダルバ　ドウロ　ティント,ポルトガル,ドウロ,トウリガ　フランカ、ティンタ　ロリス（テンプラニーリョ）、トウリガ　ナショナル,2021,750.0,1800.0,2.9235582,4.433192,2.9402945428971905,-2.929084807922526,-2.3372949646632044,-1.4104709396151083,-0.57358421656633,-0.4054873771902117,-0.45837076120263315,-0.10605075772756864
4935919360210,Red,ベイラ　ティント,ポルトガル,ベイラ　インテリオール,ティンタ　ロリス、トゥリガ　ナショナル、他,2022,750.0,1900.0,3.0043712,4.984583,4.506450194341421,-0.5618017623319412,-1.2903257662281513,-0.23705732381524255,1.2107215061480021,-1.3724717679725658,-0.857701536797924,-0.003556143363124294
4935919360258,White,ベイラ　ブランコ,ポルトガル,ベイラ　インテリオール,シリア、フォンテ　カル,2023,750.0,1900.0,5.984701,1.5110518,-3.834092530666153,-1.5036187752629104,3.0257127347651704,-0.25843484442673814,0.3258650131855346,-1.3311858036393385,2.688525237242584,-0.49422459689299697
4935919360289,White,アルトス　ダ　ベイラ　ブランコ,ポルトガル,ベイラ　インテリオール,シリア、フォンテ　カル,2023,750.0,1500.0,4.1059313,2.0078192,-7.989755356226529,-2.131241090243377,-1.4585978358856133,-1.3670139850766294,-0.07058062553716868,0.861520199279115,1.1666771098965867,0.2708207739600384
4935919940337,Red,パッソ　デイ　カプリオーリ　トスカーナ　ロッソ,イタリア,トスカーナ,サンジョヴェーゼ70%、メルロ30%,2021,750.0,1800.0,3.7467232,6.0058084,3.9503863841730964,-1.8231844446169685,-6.267046243412379,6.472648687164455,-0.6275424201625494,2.6028989770127207,-1.6829925908919265,0.2794820100395092
4935919940399,Rose,チェラズオーロ　ダブルッツォ　スペリオーレ,イタリア,アブルッツォ,モンテプルチャーノ,2023,750.0,2000.0,6.7021403,1.7744281,-3.2786327351520863,-0.058207545507234816,-1.9556476422969857,4.441841533256542,-2.6701184223056575,1.824270276721763,2.758109345281047,-0.15701273997915846
4935919940412,White,コルテーゼ　アルト　モンフェッラート　グラッフィティ,イタリア,ピエモンテ,コルテーゼ,2023,750.0,1600.0,5.463963,1.2449791,-7.24761550483326,-0.447626321014287,0.44362311635576857,-1.215348123899252,0.2618581257330235,0.5453643478313998,0.5815268698855401,-1.6775869051532386
4935919940610,Red,カーザ　バリコーニ　サンジョヴェーゼ,イタリア,プーリア,サンジョヴェーゼ,2023,750.0,1300.0,3.7103636,3.2845914,-1.81568224332089,-1.8416279234586714,-4.858946547158379,-2.3877561867126302,-0.5796429626842525,0.8471940647547452,-0.7755300578866929,1.3223694900629925
